Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
Keys:       16 bytes each (+ 0 bytes user-defined timestamp)
Values:     100 bytes each (50 bytes after compression)
Entries:    400000000
Prefix:    0 bytes
Keys per prefix:    0
RawSize:    44250.5 MB (estimated)
FileSize:   25177.0 MB (estimated)
Write rate: 0 bytes/second
Read rate: 0 ops/second
Compression: Snappy
Compression sampling rate: 0
Memtablerep: skip_list
Perf Level: 1
WARNING: Assertions are enabled; benchmarks unnecessarily slow
------------------------------------------------
Initializing RocksDB Options from the specified file
Initializing RocksDB Options from command-line flags
DB path: [../sk_mnt/]
fillrandom   :       5.768 micros/op 173359 ops/sec;   19.2 MB/s
Latecny 0.00 = 3.000000
Latecny 0.01 = 3.000000
Latecny 0.02 = 3.000000
Latecny 0.03 = 3.000000
Latecny 0.04 = 3.000000
Latecny 0.05 = 3.000000
Latecny 0.06 = 3.000000
Latecny 0.07 = 3.000000
Latecny 0.08 = 3.000000
Latecny 0.09 = 3.000000
Latecny 0.10 = 3.000000
Latecny 0.11 = 3.000000
Latecny 0.12 = 3.000000
Latecny 0.13 = 3.000000
Latecny 0.14 = 3.000000
Latecny 0.15 = 3.000000
Latecny 0.16 = 3.000594
Latecny 0.17 = 3.001244
Latecny 0.18 = 3.001894
Latecny 0.19 = 3.002545
Latecny 0.20 = 3.003195
Latecny 0.21 = 3.003845
Latecny 0.22 = 3.004495
Latecny 0.23 = 3.005145
Latecny 0.24 = 3.005796
Latecny 0.25 = 3.006446
Latecny 0.26 = 3.007096
Latecny 0.27 = 3.007746
Latecny 0.28 = 3.008397
Latecny 0.29 = 3.009047
Latecny 0.30 = 3.009697
Latecny 0.31 = 3.010347
Latecny 0.32 = 3.010997
Latecny 0.33 = 3.011648
Latecny 0.34 = 3.012298
Latecny 0.35 = 3.012948
Latecny 0.36 = 3.013598
Latecny 0.37 = 3.014249
Latecny 0.38 = 3.014899
Latecny 0.39 = 3.015549
Latecny 0.40 = 3.016199
Latecny 0.41 = 3.016849
Latecny 0.42 = 3.017500
Latecny 0.43 = 3.018150
Latecny 0.44 = 3.018800
Latecny 0.45 = 3.019450
Latecny 0.46 = 3.020101
Latecny 0.47 = 3.020751
Latecny 0.48 = 3.021401
Latecny 0.49 = 3.022051
Latecny 0.50 = 3.022701
Latecny 0.51 = 3.023352
Latecny 0.52 = 3.024002
Latecny 0.53 = 3.024652
Latecny 0.54 = 3.025302
Latecny 0.55 = 3.025953
Latecny 0.56 = 3.026603
Latecny 0.57 = 3.027253
Latecny 0.58 = 3.027903
Latecny 0.59 = 3.028553
Latecny 0.60 = 3.029204
Latecny 0.61 = 3.029854
Latecny 0.62 = 3.030504
Latecny 0.63 = 3.031154
Latecny 0.64 = 3.031805
Latecny 0.65 = 3.032455
Latecny 0.66 = 3.033105
Latecny 0.67 = 3.033755
Latecny 0.68 = 3.034405
Latecny 0.69 = 3.035056
Latecny 0.70 = 3.035706
Latecny 0.71 = 3.036356
Latecny 0.72 = 3.037006
Latecny 0.73 = 3.037657
Latecny 0.74 = 3.038307
Latecny 0.75 = 3.038957
Latecny 0.76 = 3.039607
Latecny 0.77 = 3.040257
Latecny 0.78 = 3.040908
Latecny 0.79 = 3.041558
Latecny 0.80 = 3.042208
Latecny 0.81 = 3.042858
Latecny 0.82 = 3.043509
Latecny 0.83 = 3.044159
Latecny 0.84 = 3.044809
Latecny 0.85 = 3.045459
Latecny 0.86 = 3.046109
Latecny 0.87 = 3.046760
Latecny 0.88 = 3.047410
Latecny 0.89 = 3.048060
Latecny 0.90 = 3.048710
Latecny 0.91 = 3.049361
Latecny 0.92 = 3.050011
Latecny 0.93 = 3.050661
Latecny 0.94 = 3.051311
Latecny 0.95 = 3.051961
Latecny 0.96 = 3.052612
Latecny 0.97 = 3.053262
Latecny 0.98 = 3.053912
Latecny 0.99 = 3.054562
Latecny 1.00 = 3.055213
Latecny 1.01 = 3.055863
Latecny 1.02 = 3.056513
Latecny 1.03 = 3.057163
Latecny 1.04 = 3.057813
Latecny 1.05 = 3.058464
Latecny 1.06 = 3.059114
Latecny 1.07 = 3.059764
Latecny 1.08 = 3.060414
Latecny 1.09 = 3.061065
Latecny 1.10 = 3.061715
Latecny 1.11 = 3.062365
Latecny 1.12 = 3.063015
Latecny 1.13 = 3.063665
Latecny 1.14 = 3.064316
Latecny 1.15 = 3.064966
Latecny 1.16 = 3.065616
Latecny 1.17 = 3.066266
Latecny 1.18 = 3.066917
Latecny 1.19 = 3.067567
Latecny 1.20 = 3.068217
Latecny 1.21 = 3.068867
Latecny 1.22 = 3.069517
Latecny 1.23 = 3.070168
Latecny 1.24 = 3.070818
Latecny 1.25 = 3.071468
Latecny 1.26 = 3.072118
Latecny 1.27 = 3.072769
Latecny 1.28 = 3.073419
Latecny 1.29 = 3.074069
Latecny 1.30 = 3.074719
Latecny 1.31 = 3.075369
Latecny 1.32 = 3.076020
Latecny 1.33 = 3.076670
Latecny 1.34 = 3.077320
Latecny 1.35 = 3.077970
Latecny 1.36 = 3.078621
Latecny 1.37 = 3.079271
Latecny 1.38 = 3.079921
